reset,resolution,x,y,z
406,0,11306,56316,58623
706,12,3882,56317,21246
606,2,298,56317,16383
106,2,5162,56317,13311
906,1,9002,56317,9727
006,2,13610,56317,9471
f06,2,12074,56317,14591
c06,1,12842,56317,12287
b06,0,12842,56317,19711
106,0,9002,56317,24575
806,3,4906,56317,12287
006,13,4138,56317,29694
806,9,13354,56317,22270
e06,9,38954,56572,22270
405,7,34602,56571,59389
702,2,12330,56571,28414
502,9,42794,56570,63743
f02,11,48426,56570,33535
c02,12,38698,56569,55552
203,7,55082,56570,28673
602,2,50730,56570,4866
a02,10,56362,56570,3586
603,4,17962,56572,2563
905,4,21546,56570,59650
b07,14,51754,56569,55553
509,12,15914,56570,6145
807,6,10026,56569,7169
007,14,29226,56569,7936
906,3,14890,56570,9217
a06,1,32298,56571,32001
206,12,18986,56573,2561
905,9,36138,56573,47873
005,6,54826,56574,4866
106,15,43306,56829,38913
a06,12,44842,56830,44288
c05,9,24874,56829,7678
b05,2,44330,56827,27389
006,12,26666,56827,19964
505,13,10282,56827,31997
405,10,42026,56827,17406
705,15,25898,56827,42238
605,13,25130,56828,11517
004,6,25642,56826,61693
903,2,19498,56825,24829
803,12,64810,56825,5372
103,6,48938,56824,51965
602,1,16938,56823,56830
e03,1,58410,56823,54016
604,15,13354,56824,257
004,7,60458,56824,38146
701,15,38186,56824,22531
f01,11,57386,56824,3331
903,4,53034,56824,6915
106,10,44074,56824,9730
a07,8,1322,57080,51201
606,2,10282,57081,32256
d04,4,52266,57081,28416
805,11,34858,57081,45055
905,13,32298,57082,254
405,8,18986,57081,25342
405,6,39466,57081,1534
b05,7,42794,57081,34046
b05,8,28970,57081,52990
505,4,42282,57082,26878
704,4,40490,57081,14079
e04,11,59946,57081,57599
d04,13,36906,57082,511
204,0,60202,57082,24064
c03,9,35370,57081,34560
504,0,56874,57081,20224
203,10,3626,57081,28415
004,9,34090,57081,4863
d04,9,1578,57081,62463
e04,11,38186,57081,62719
005,7,54058,57337,38655
e05,12,19242,57336,53503
d05,3,25642,57338,18944
504,1,30506,57338,23808
e04,14,43050,57338,14591
d04,2,60970,57338,6912
f04,3,29994,57337,46080
d05,2,29482,57337,31232
305,15,39722,57338,39935
b05,12,9770,57338,12032
f05,5,32810,57338,36097
f05,5,26922,57338,47361
b06,13,49962,57338,45824
e06,0,24362,57338,55296
b05,14,20522,57338,27135
705,2,60714,57337,53249
306,2,58154,57338,9474
d05,8,19754,57338,58626
c05,11,62250,57339,49153
206,3,53290,57340,33025
306,0,2090,57340,64256
d07,14,54314,57596,57854
606,12,31530,57596,28157
b05,15,53034,57595,65021
b05,5,49706,57595,23806
a05,3,8490,57595,37119
904,13,810,57594,47871
205,1,41514,57595,21761
804,8,35370,57596,17410
b04,3,60458,57597,40452
005,3,48682,57598,43267
a07,11,53290,57598,36351
007,4,298,57599,29695
606,9,30506,57598,26110
c06,0,52010,57598,23806
007,4,23082,57595,19965
b05,2,4650,57593,26623
004,8,48170,57594,1024
0fa,14,prev,prev,64042
0fa,14,32257,20228,15658
1f9,14,14081,51460,47146
1f8,14,7169,21766,18218
1f8,14,54016,23560,37674
1f9,14,33791,8,60714
1fb,14,39166,60422,49194
1fb,14,11775,19206,4138
1fa,14,9471,24325,33066
1fa,14,39935,14085,45866
1fa,14,7934,60165,49450
1f9,14,10239,5637,42026
1fa,14,28670,47876,36650
1fa,14,13055,13061,24874
1fa,14,28159,9221,26666
1fa,14,41727,16645,44074
1fa,14,37119,17669,49962
1fa,14,43263,26373,65322
1fa,14,52223,19974,4906
1fa,14,54527,13830,7978
1fa,14,43775,11014,15658
1fb,14,51455,7941,56362
1fb,14,6911,34053,29482
2fb,14,20991,52229,15146
2fa,14,17919,60421,13866
2fa,14,56575,53509,37162
2fa,14,48383,19974,24362
2fa,14,53502,50438,15402
2fb,14,65278,58374,18218
2fb,14,1022,41222,9002
2fb,14,4094,31494,5674
2fb,14,4094,45061,47914
2fb,14,8191,6405,39210
2fb,14,7679,1797,51242
2fb,14,10750,45317,65066
2fb,14,13566,46597,65066
2fb,14,11518,62725,53034
2fb,14,3327,14085,50474
2fb,14,20478,58885,65066
2fb,14,27390,50181,59178
2fb,14,20990,45574,6186
2fb,14,22270,18950,7978
2fb,14,19966,34821,60714
2fb,14,16894,37381,60202
3fb,14,43262,59654,6698
3fb,14,54526,46854,7722
3fc,14,64254,46854,1066
3fc,14,3070,51974,4906
3fc,14,25598,54790,13354
3fc,14,8702,48646,8746
3fc,14,11774,37638,11306
3fc,14,5118,40710,9770
3fb,14,5374,45062,6698
3fc,14,65534,26374,11562
3fc,14,4862,38918,13610
3fb,14,1534,34822,7466
3fc,14,59390,36102,11050
3fc,14,7934,28934,16682
3fc,14,20222,36614,13866
3fc,14,18174,36358,9770
3fc,14,9470,43014,21034
3fc,14,18174,46854,22058
3fc,14,17150,47366,19754
3fc,14,20734,40454,10026
4fc,14,23806,46086,9770
4fc,14,24318,47622,10026
4fc,14,29182,45574,7466
4fc,14,43262,45062,13610
4fc,14,38910,39942,19242
4fc,14,49150,43014,16170
4fc,14,35070,20742,20522
4fc,14,41726,23558,20522
4fd,14,52990,27398,12330
4fd,14,2558,38150,7466
4fd,14,7166,52742,13098
4fd,14,21502,58886,17962
4fd,14,27903,8710,13610
4fd,14,6398,64774,17194
4fd,14,20735,7174,4906
4fd,14,20479,17926,1322
4fd,14,20479,1542,14378
4fc,14,9470,60422,17450
4fd,14,63999,7686,22314
4fd,14,18174,53510,20266
4fd,14,23806,43526,14378
5fd,14,23038,53254,14890
5fd,14,25598,55814,21290
5fd,14,30974,57094,11818
5fd,14,33534,52486,9770
5fd,14,22014,49670,5418
5fd,14,3582,58630,5418
5fd,14,6398,51462,5418
5fc,14,5119,34822,11562
5fc,14,61950,60165,59178
5fc,14,47870,62214,3114
5fc,14,42494,39942,7210
5fc,14,53246,38150,7466
5fd,14,50174,34822,7722
5fd,14,15614,49158,10794
5fc,14,1534,36614,12586
5fd,14,64766,26886,15146
5fd,14,22014,40710,13098
5fd,14,17662,43782,15146
5fd,14,15358,45574,10794
5fd,14,17918,38150,11818
6fd,14,12542,39686,12074
6fd,14,17918,36358,11306
6fc,14,11262,40966,12330
6fd,14,63486,41734,11050
6fd,14,27646,41990,9258
6fe,14,49662,30470,1578
6fd,14,6654,15365,56362
6fe,14,59390,16133,60458
6fe,14,1790,14853,63530
6fd,14,10750,12805,60202
6fd,14,60414,16902,42
6fd,14,51710,14854,1834
6fd,14,46590,11013,63274
6fd,14,34046,12550,2602
6fd,14,27134,6406,3882
6fd,14,28670,13062,3370
6fd,14,31230,4870,1066
6fd,14,29182,10758,3370
6fd,14,32766,7942,3114
6fd,14,48382,21254,3626
6fd,14,38398,17670,5674
7fd,14,45310,24070,9514
7fd,14,37118,19974,8234
7fd,14,31486,20998,7722
7fd,14,32254,12806,5162
7fd,14,26110,18950,5418
7fd,14,2814,8966,5674
7fd,14,12286,16902,8234
7fd,14,21758,15366,9002
7fd,14,31742,8454,6186
7fd,14,36350,2566,3370
7fd,14,31742,5382,4650
7fd,14,31998,11270,4138
7fd,14,26366,12294,5162
7fd,14,25086,12038,9770
7fd,14,26110,8454,8490
7fd,14,32510,15110,6186
7fd,14,44542,13574,3370
7fd,14,36350,18950,7210
7fd,14,34814,11782,4906
7fd,14,44286,14086,2602
8fd,14,46846,12038,2346
8fd,14,51966,18438,3370
8fd,14,57342,21510,810
8fe,14,64254,24325,65322
8fd,14,766,19717,62762
8fe,14,63742,15877,63530
8fd,14,5886,7941,58410
8fd,14,65534,14341,60970
8fd,14,57342,7941,64298
8fd,14,60158,6661,61738
8fd,14,62206,11269,60970
8fd,14,59390,14597,64810
8fd,14,56574,15109,65066
8fd,14,56830,13829,63018
8fd,14,58622,17157,63274
8fd,14,61694,12805,63274
8fd,14,60670,17669,64042
8fd,14,56574,18437,62506
8fd,14,49662,16646,810
8fd,14,48126,15109,65322
8fd,14,56062,13061,63530
9fd,14,44030,15622,298
9fd,14,50942,20486,3370
9fd,14,47358,9478,1834
9fd,14,50942,4613,64554
9fd,14,43774,16902,2090
9fd,14,42494,22022,6698
9fd,14,43006,19718,4138
9fd,14,47102,21765,63274
9fd,14,37374,17158,1066
9fd,14,31998,18438,5674
9fd,14,46334,15622,2602
9fd,14,54270,18693,65322
9fd,14,57086,11269,63018
9fe,14,57086,13061,60458
9fd,14,6398,18437,57898
9fe,14,65022,19205,61994
9fd,14,2558,22277,59946
9fd,14,52734,15621,63274
9fd,14,46334,9989,64042
9fd,14,54782,11269,61482
9fd,14,49406,17414,42
afd,14,53758,23302,298
afd,14,51454,26118,810
afd,14,53246,24582,42
afd,14,59902,23814,42
afe,14,54526,28678,554
afe,14,14335,16390,3370
afd,14,5374,60934,2346
afd,14,55038,53510,5930
afd,14,44798,57350,8746
afd,14,62206,45574,2602
afd,14,50430,39430,2346
afd,14,47870,34310,1578
afd,14,42750,30726,2090
afd,14,38910,28934,4650
afd,14,40190,33286,5162
afd,14,45310,29702,4138
afd,14,45310,27142,3114
afd,14,40702,27398,3882
afd,14,38654,26630,4650
afd,14,50430,30214,2346
bfd,14,63742,34053,63786
bfd,14,61438,32262,298
bfd,14,61182,34566,554
bfd,14,56830,35078,1322
bfd,14,53502,36614,4394
bfd,14,44030,34822,9002
bfd,14,51454,37126,3370
bfd,14,53246,38918,42
bfd,14,49918,36614,554
bfd,14,56830,38662,1578
bfd,14,46846,31750,3114
bfd,14,48894,31238,5674
bfd,14,35838,29446,5418
bfd,14,53502,38662,5162
bfe,14,52478,39686,5418
bfe,14,4606,41733,65322
bfe,14,22526,53765,59946
bfe,14,7166,43525,60202
bfd,14,10750,43525,59946
bfe,14,61182,36101,64554
bfe,14,5374,44549,60202
cfe,14,6910,44037,60714
cfe,14,9726,41221,59946
cfe,14,11518,41733,58666
cfe,14,8446,26373,57642
cfe,14,6398,30213,58666
cfe,14,8190,41733,61738
cfe,14,13566,46597,57386
cfe,14,15102,45061,58154
cfe,14,16126,44293,57130
cfe,14,19710,51717,54058
cfe,14,22014,56581,54570
cfe,14,23550,52485,53034
cfe,14,11006,44805,59946
cfe,14,25086,64005,58666
cfe,14,26366,59909,56618
cfe,14,37630,59909,50986
cfe,14,38910,59397,48938
cfe,14,18686,43781,55850
cfe,14,4094,29701,56362
cfe,14,17662,49157,58154
dfe,14,32510,59653,55082
dfe,14,36606,58373,51242
dfe,14,53247,15877,45866
dfe,14,56575,37893,47402
dfe,14,49151,14597,48682
dfe,14,57343,21765,45098
dfd,14,52223,32005,47402
dfd,14,35583,49158,7466
dfe,14,58879,37126,6954
dfe,14,17407,29957,61994
dfe,14,59135,31749,40490
dfe,14,51199,33541,49194
dfe,14,47871,27909,50730
dfe,14,50431,38661,46890
dfe,14,48639,45061,50474
dfe,14,26879,44037,55082
dfe,14,25855,38917,55338
dfe,14,23295,40453,55850
dff,14,35839,37125,53802
dff,14,10495,32005,31530
dff,14,8447,7429,37674
efe,14,16895,3333,36394
eff,14,64511,33797,42026
efe,14,2815,20997,37674
eff,14,59646,34565,27946
eff,14,12543,15877,23850
eff,14,17151,26117,15914
eff,14,46335,51204,60458
e00,14,62208,16900,35626
eff,14,10240,27652,28970
eff,14,7166,34565,17706
eff,14,15358,14597,7722
eff,14,26366,28165,4394
eff,14,26110,58117,9770
eff,14,26622,45829,9002
eff,14,35838,48133,3370
eff,14,30462,44293,5674
eff,14,29951,2309,8746
eff,14,34047,4869,9514
eff,14,38399,7941,12842
eff,14,33279,261,22314
fff,14,40703,9221,16170
fff,14,65023,32005,298
f00,14,44542,61701,14890
f00,14,4607,49668,61738
fff,14,6911,37380,59946
f00,14,63999,17156,65322
fff,14,5375,33284,63786
f00,14,57855,5637,5930
f00,14,6399,24068,59434
f00,14,3839,15620,59178
f00,14,12287,15620,48170
f00,14,28159,17156,29738
f00,14,28671,24580,30762
f00,14,18943,23812,41258
f00,14,20991,33284,40746
f00,14,36863,29700,24106
f00,14,50431,40708,7210
f00,14,51199,36356,5674
f00,14,50431,41476,7466
f00,14,55807,42755,63274
f00,14,55807,49411,64554
000,15,58111,46595,58410
000,15,60927,61955,55594
000,15,63487,49923,44074
000,15,56319,49923,60714
000,15,59647,50947,59434
000,15,30975,59396,33834
0ff,15,46591,61700,7722
0ff,15,60671,20741,4138
0ff,15,34047,9221,22826
0ff,15,51455,16389,8234
0ff,15,54015,20741,8234
0ff,15,46335,15109,18730
0fe,15,18687,13317,33578
0fe,15,44543,6661,57130
0fe,15,26879,15110,2090
0fe,15,34815,4102,810
0fe,15,39422,54021,61994
0fe,15,38142,59141,60202
0fe,15,30718,59397,65066
0fe,15,34814,65029,62762
0fe,15,45311,5893,64042
1fe,15,43007,4869,63786
1fe,15,46079,1797,63530
1fe,15,48895,5,61738
1ff,15,65535,5893,55338
1ff,15,9983,3845,53034
1ff,15,20735,5125,41258
1ff,15,46079,17413,25386
1ff,15,52735,16389,29994
1ff,15,60159,16645,25898
1ff,15,54015,14597,31786
1ff,15,47103,15109,34090
1ff,15,48639,15621,35370
1ff,15,52479,15877,27178
1ff,15,47103,17413,25642
1ff,15,57087,20997,20522
1ff,15,58879,23301,17450
1ff,15,55295,22277,20266
1ff,15,43007,9477,30250
1ff,15,43007,8453,31530
1ff,15,47615,11013,28458
2ff,15,51455,13573,27178
2ff,15,41215,12549,34346
2ff,15,25855,17157,42794
2ff,15,37375,19973,36138
2ff,15,39423,18693,37930
2ff,15,39935,22021,37674
2ff,15,47359,13573,34346
2ff,15,49663,12549,30762
2ff,15,48383,19461,32298
2ff,15,47871,17157,32810
2ff,15,50687,14341,32554
2ff,15,38911,15877,38954
2ff,15,47359,17669,33322
2ff,15,49919,21765,30506
200,15,54527,25605,19754
2ff,15,3071,33029,6442
2ff,15,62463,30725,9258
2ff,15,50943,24837,17450
2ff,15,50943,25093,17962
2ff,15,48895,25093,21546
2ff,15,47103,22021,21546
3ff,15,47871,23557,22826
3ff,15,44543,24581,26922
3ff,15,45311,20741,27434
3ff,15,45567,20485,26410
3ff,15,43775,21509,29994
3ff,15,52735,28933,22314
300,15,56063,32517,23850
3ff,15,2559,40453,14634
3ff,15,63999,34053,21290
3ff,15,64255,22789,17962
3ff,15,52991,17413,24618
3ff,15,46847,14085,30762
3ff,15,42751,11269,35114
3ff,15,43519,5637,30506
3ff,15,38911,5381,34346
3ff,15,40447,5,30762
3ff,15,37886,62213,35626
3ff,15,33278,54789,36650
3fe,15,16638,46853,43050
3fe,15,38910,4357,57386
4fe,15,26878,12037,64042
4fe,15,22270,5126,42
4fe,15,31741,41477,47658
4fe,15,29438,35334,554
4fe,15,30718,48390,810
4fe,15,10750,37638,3370
4ff,15,39165,47877,42282
4ff,15,4606,24069,38442
4fe,15,6398,21253,36650
4fd,15,27389,61445,46378
4fe,15,45309,44293,60970
4fe,15,55549,65285,39210
4fe,15,38910,8965,53034
4fe,15,50686,3333,48938
4ff,15,64766,9221,46890
4ff,15,9214,517,41258
4ff,15,10750,17925,39210
4ff,15,14590,37125,37162
4ff,15,26366,35077,33322
4ff,15,29950,30725,27946
4ff,15,37630,26373,22570
5ff,15,52734,36869,10794
5ff,15,44542,48389,17706
5ff,15,39678,25861,17962
5ff,15,49918,35333,8746
5ff,15,44030,39685,9514
5ff,15,46334,18949,10794
5ff,15,47102,8709,4138
5ff,15,48638,3332,62506
5ff,15,42750,28677,6954
5ff,15,51198,33797,7210
5ff,15,44286,41477,13866
5ff,15,48638,51205,8746
5ff,15,48126,57605,11818
5ff,15,44542,50437,13610
500,15,54782,64261,8490
500,15,4862,53764,53546
5ff,15,4862,49156,56618
5ff,15,49406,52997,12074
5ff,15,36350,60421,29738
5ff,15,43006,64773,23850
6fe,15,21247,17413,27178
6ff,15,45823,14597,48938
600,15,33023,33541,22570
601,15,5631,54788,56362
600,15,6656,37123,26922
6ff,15,13056,3076,50474
600,15,55296,54533,6186
600,15,3072,11524,63786
600,15,23551,37124,37162
600,15,25343,49412,36650
c04,14,prev,prev,22272
e04,0,31786,62976,9217
304,9,43306,62976,5632
804,6,53802,62976,7680
105,8,52522,63231,51711
a05,2,3114,63231,44543
305,7,8234,63231,46847
b05,8,10282,63231,48127
e05,10,11562,63231,28415
b05,6,33322,63231,23295
b05,6,38954,63231,19455
105,7,32042,63487,9471
905,7,36394,63487,4863
305,6,40234,63486,58367
005,9,49706,63487,17919
b05,8,31530,63487,7423
f05,5,35882,63487,8959
805,5,35882,63487,6143
705,5,35626,63486,57599
505,8,43306,63487,5119
605,7,34602,63487,2815
f05,5,36650,63487,1791
d05,4,37930,63486,63487
005,3,41514,63486,55807
805,2,42794,63487,1023
105,1,38442,63486,57855
a05,2,39722,63486,52479
805,8,45354,63486,55039
b05,3,46122,63486,38399
805,14,49450,63486,34558
805,14,48938,63486,57342
905,7,37162,63486,53759
405,9,44330,63742,53759
c05,8,44842,63742,50175
e05,0,45866,63742,30207
e05,3,51498,63742,47871
a05,6,48682,63742,53247
805,3,46890,63742,49919
905,5,47658,63742,49919
005,5,49194,63742,50175
c05,5,48682,63742,44543
f05,4,50218,63742,40191
105,5,52522,63742,39423
805,7,50474,63742,37631
305,7,52266,63742,29183
305,9,54314,63742,28927
b05,7,55338,63742,33791
105,7,52778,63742,31999
205,9,51498,63742,38399
c05,6,48682,63742,27647
705,11,53546,63742,30719
005,15,52522,63742,42495
a05,9,51498,63998,27903
805,9,54826,63998,18943
005,13,59946,63998,14335
e05,13,61226,63998,12543
005,0,63786,63997,63232
b05,0,65322,63997,49408
d05,8,64554,63997,43776
f06,1,63530,63997,33792
506,8,11562,63997,47871
b06,6,9514,63997,60671
605,1,4394,63998,15615
305,15,54826,63997,63230
b05,14,62762,63997,47870
206,3,64554,63997,30719
c06,1,4650,63997,37887
606,14,2346,63997,30206
306,7,11306,63997,36606
a05,13,810,63997,18430
a05,2,56618,63996,60671
d05,6,60202,63996,59903
805,14,47658,63996,42751
b06,2,32042,64252,54783
d06,12,9002,64253,8190
e06,11,10282,64253,10494
b06,11,6698,64253,45310
305,11,1322,64253,53246
106,12,59178,64253,7166
205,9,2346,64252,37886
905,10,52010,64250,58878
b05,6,32042,64251,43518
805,4,53034,64251,32510
e05,7,35114,64252,2046
405,5,64042,64252,22270
605,8,55850,64251,53502
905,6,58410,64251,63486
605,5,64810,64252,16638
905,1,62250,64252,5886
605,0,56618,64252,254
305,2,57386,64251,47870
c05,1,50986,64251,35582
e05,0,49450,64251,42494
c05,4,48938,64507,50942
205,4,64298,64508,6910
f05,3,64810,64508,4862
d05,2,62250,64508,11518
d05,2,60970,64508,10238
305,3,60714,64507,57854
f05,1,54058,64507,32510
b05,3,43818,64508,6398
705,3,62762,64508,19454
906,3,63530,64508,16638
f05,1,810,64508,5886
005,15,58410,64507,20989
b05,14,38442,64507,39933
305,3,40234,64507,28670
305,1,42794,64507,6910
f05,15,33578,64507,15357
505,10,34858,64506,57341
505,9,14378,64506,48893
e04,7,9770,64506,37885
504,6,61738,64506,45309
e05,0,64298,64508,18430
305,4,56618,64764,47102
f05,0,63530,64764,54782
c05,4,60970,64765,61950
e06,2,50986,64765,18175
206,1,1322,64765,63487
e05,13,1322,64766,11006
a06,12,56874,64765,32254
f06,1,7978,64765,9215
f06,0,12842,64764,56319
c06,2,13610,64764,45311
b06,15,16170,64764,41982
a05,13,11562,64763,52990
806,7,62762,64764,9726
106,8,4394,64764,45566
006,13,7466,64765,13310
506,9,12842,64765,15614
b06,8,8746,64765,23038
605,5,10282,64764,28158
a05,3,62506,64763,19454
805,2,46890,64763,19710
505,6,47914,65019,766
505,2,39466,65018,64254
405,15,37674,65018,54269
e05,15,26922,65018,62205
b05,0,34346,65019,4094
e05,14,37674,65019,1789
e05,12,33322,65018,52221
b05,13,20522,65018,49661
f05,13,16682,65018,40189
905,13,13866,65018,48125
705,14,19754,65018,32253
f05,14,8234,65018,35581
705,15,11818,65018,34557
c05,15,10026,65018,37373
705,15,11306,65018,38141
605,15,12842,65018,40957
f05,15,14634,65018,45309
005,0,17706,65018,55806
205,14,22826,65018,64765
c05,14,27178,65018,65277
905,14,28714,65018,60157
005,15,24618,65274,57853
e05,15,20010,65274,51965
305,15,17450,65274,51709
c05,1,21034,65274,57086
505,1,27178,65274,55038
205,1,24362,65274,51710
d05,0,20010,65274,60670
705,14,26154,65275,4093
905,14,27178,65275,1021
205,15,27178,65274,62973
305,0,28458,65274,48126
005,0,18730,65274,48894
a05,15,21290,65274,58109
c05,15,25386,65274,51709
305,15,23338,65274,56573
f05,13,22314,65275,4861
a05,13,30250,65275,14077
d05,14,34858,65275,13821
705,14,33066,65275,10749
105,14,33578,65275,8957
705,14,31530,65275,5373
c05,14,27946,65531,5885
f05,14,26666,65531,7165
b05,13,31530,65531,9469
f05,12,29482,65531,8189
d05,11,33578,65531,5629
e05,10,29482,65531,11517
805,12,32554,65531,15869
805,13,33066,65531,15869
e05,12,35114,65531,9725
705,13,29994,65531,6909
a05,12,27946,65531,9725
405,13,28458,65531,11261
a05,13,31786,65531,9981
305,14,30506,65531,15613
505,13,32298,65531,16125
005,15,32042,65531,23293
905,14,37674,65531,24317
c05,15,39210,65531,26621
405,15,39210,65531,23037
105,0,37162,65531,26622
505,15,42027,251,24573
f05,15,41771,251,25341
905,1,44075,251,24318
b05,2,45355,251,25086
105,1,45099,251,23806
d05,0,42027,251,23550
d05,0,41771,251,22526
305,15,44331,251,23549
305,15,42539,251,26109
d05,14,43563,251,26365
b05,14,41259,251,24829
005,13,40747,251,27389
905,12,41515,251,26877
a05,11,38955,251,31485
005,13,41003,251,31229
805,13,44075,251,39421
705,12,43819,251,42749
f05,11,48171,251,44797
805,12,49451,251,31229
405,13,43051,251,35069
305,12,48683,251,27901
c05,11,42283,507,23037
f05,10,37419,507,26109
105,12,38699,507,36605
e05,11,39723,507,28669
205,13,38443,507,28925
e05,13,37163,507,30717
605,13,37931,507,38653
405,15,41259,507,40957
d05,12,43051,507,37629
905,12,39467,507,44285
105,14,37419,508,3069
305,4,49707,508,42238
805,5,63787,509,510
505,15,64043,507,52477
b05,13,44843,507,45565
c05,9,50219,507,1021
705,9,25643,506,61949
f05,7,25643,506,61949
d05,8,24107,507,4093
505,9,29995,507,5117
f05,10,33835,763,9981
305,10,32555,763,7933
205,10,30507,763,6141
005,11,33067,763,9725
705,11,28715,763,14077
b05,10,34603,763,12541
005,9,33067,763,2813
905,7,29227,763,9981
305,11,32043,763,12285
505,15,30763,763,17917
705,15,40491,763,15101
005,12,38187,763,13565
205,12,36907,763,7677
e05,8,30507,763,21757
805,8,31275,763,14589
d05,10,25387,763,14589
c05,9,25643,762,49917
d05,8,10539,762,47357
b05,8,4651,762,49661
a05,7,5163,762,56317
605,8,5931,762,65277
805,7,10539,1019,1021
a05,7,8491,1019,765
005,6,8491,1018,63997
705,4,5419,1018,55805
d05,3,3883,1018,55549
f05,2,3371,1018,50941
305,4,1323,1018,59901
e05,5,7723,1019,12797
b05,4,22059,1018,65277
305,5,12331,1019,1533
d05,4,12075,1018,62973
505,3,10283,1018,64765
105,4,9771,1018,63997
c05,2,11563,1018,61949
405,1,9515,1018,58109
a05,3,7211,1018,59901
e05,5,10283,1019,4605
605,8,17963,1019,16125
d05,15,28459,1019,44285
405,2,47147,1019,58878
005,3,53035,1275,63998
205,4,54059,1276,2558
b05,1,54059,1275,53758
b05,3,46891,1276,3582
305,15,58667,1275,43517
305,13,44843,1275,31485
d05,12,39211,1275,48893
e05,9,44331,1275,58109
a05,9,43051,1275,39677
c05,14,35371,1275,17917
c05,14,35627,1275,13565
e05,9,32299,1275,37885
905,3,31531,1276,9214
c05,2,51499,1276,4094
c05,2,46635,1276,2302
605,3,47147,1276,6910
b05,3,52267,1276,12798
405,2,50731,1276,8190
805,2,49195,1276,5374
e05,15,53547,1276,9725
f05,13,50731,1275,50173
904,2,36651,1530,63485
204,14,62251,1530,64764
404,15,53547,1531,12540
705,3,60459,1531,39677
004,12,11051,1530,16124
804,12,13867,1530,40956
404,14,25899,1530,42492
404,14,29739,1530,51708
404,1,34859,1531,9981
305,3,60459,1531,13821
b05,7,1067,1531,16125
105,2,11307,1531,28157
805,0,11051,1531,30717
805,6,11307,1531,36349
a05,4,27947,1532,1533
705,6,33835,1531,48893
f05,7,34603,1531,40957
705,10,33067,1531,24317
a05,7,23851,1531,53501
205,8,37163,1531,51197
805,7,34603,1531,42237
205,8,23851,1787,37373
b05,8,23083,1787,38653
205,6,27179,1787,42237
b05,5,21547,1787,46845
505,3,23595,1787,64765
f05,3,23339,1788,509
205,3,25387,1787,48381
705,3,18219,1787,51453
905,3,19755,1787,42749
405,4,16427,1787,53501
f05,5,24107,1787,46845
905,5,23595,1787,48381
205,1,26155,1787,56317
405,3,18987,1787,52477
105,12,16939,1787,37885
205,15,26923,1787,32765
b05,12,30507,1787,34301
105,11,27691,1787,34557
105,11,23339,1787,32765
305,13,21291,1787,31997
205,13,25131,2043,28925
205,13,25387,2043,29437
305,13,27179,2043,33789
705,14,29227,2043,34813
705,15,29995,2043,34813
405,15,33579,2043,31741
305,12,34091,2043,33021
705,10,28715,2043,34045
405,9,24875,2043,23549
705,12,18731,2043,27901
605,13,25387,2043,37117
705,12,33323,2043,34045
f05,9,29483,2043,27389
b05,8,24363,2043,25853
d05,9,18987,2043,22781
805,7,20267,2043,15869
105,6,12331,2043,9213
705,6,5163,2043,5373
d04,4,4139,2042,64509
d04,2,63275,2042,58109
304,1,57131,2042,65533
404,15,60203,2298,65532
d04,1,50987,2299,2557
905,5,59435,2299,11773
205,8,6443,2299,23805
305,8,16683,2299,23805
705,9,16939,2299,25085
805,11,17195,2299,28413
405,0,22059,2299,44286
a05,1,34347,2299,60414
705,0,42283,2299,51710
b05,15,38699,2299,46333
305,0,34347,2299,48638
605,2,34347,2299,53758
805,1,40747,2299,54782
305,3,40491,2299,56574
805,3,47659,2299,53502
705,4,48171,2299,49918
805,8,48939,2300,766
105,9,57387,2300,4350
d05,8,56363,2299,64510
605,2,53803,2555,46078
a05,1,41515,2555,55550
f05,12,42539,2555,37629
805,10,28459,2555,36093
805,10,26155,2555,24573
d05,10,20523,2555,28669
f05,11,21291,2555,20221
f05,8,23339,2555,17661
b05,6,16683,2555,12285
405,7,9003,2555,14589
d05,4,10027,2555,8189
405,6,4139,2555,14333
b05,7,8491,2555,10749
805,9,8491,2555,12029
705,9,14123,2555,6397
e05,6,10283,2555,8701
905,9,4139,2555,30973
b05,11,19755,2555,28925
c05,11,20267,2555,27645
905,12,18987,2555,19965
305,14,18987,2555,22525
705,14,24875,2811,21501
b05,13,22315,2811,20989
005,15,21035,2811,22013
d05,1,22315,2811,27134
c05,0,29739,2811,30462
e05,2,31275,2811,29438
a05,5,29995,2811,38398
f05,4,39211,2811,42750
105,2,38699,2811,33278
205,15,31019,2811,18173
c05,12,19499,2811,9469
105,15,13867,2811,22013
e05,15,27435,2811,30205
805,1,34603,2811,36862
e05,4,39979,2811,62462
a05,6,51755,2811,56062
105,3,50475,2811,38910
205,0,38955,2811,8190
f05,13,18475,2810,65277
e05,12,13867,2811,4861
e05,11,17195,3067,12285
f05,13,18731,3067,7933
f05,14,16683,3067,7165
005,14,18219,3067,19709
e05,14,20779,3067,64509
505,3,43819,3068,24573
d05,12,26923,3068,42237
e05,5,31787,3069,35069
a05,6,23851,3069,31741
705,4,20011,3069,42749
d05,5,11051,3069,39933
d05,4,23851,3069,29949
805,8,24619,3069,9981
005,13,28971,3068,19197
305,11,31275,3067,60669
605,10,31019,3067,62461
c05,9,33067,3067,58109
305,8,32811,3067,59901
205,5,30763,3067,62973
405,6,23595,3068,4349
705,4,25899,3067,57853
005,3,22315,3323,47613
cfb,0,prev,prev,5419
cfb,0,17405,15877,6187
cfb,0,2300,63236,50475
cfb,0,29949,6917,4139
